0.0013195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0017767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0023922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0032211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0043371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0058398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0078631,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.010587,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.014256,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.019195,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.025845,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0348,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.046858,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.063092,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084952,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11439,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15493,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21129,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28449,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38306
