0,43686,2.8828e+05,4.8952e+05,6.5891e+05,8.4819e+05,1.084e+06,1.3906e+06,1.796e+06,2.3367e+06,3.0608e+06,4.0324e+06,5.338e+06,7.0936e+06,9.4553e+06,1.2633e+07,1.6911e+07,2.2669e+07,3.0421e+07,4.0857e+07
0,0,58822,3.8816e+05,6.5912e+05,8.872e+05,1.1421e+06,1.4596e+06,1.8723e+06,2.4183e+06,3.1463e+06,4.1212e+06,5.4295e+06,7.1875e+06,9.5513e+06,1.2731e+07,1.7011e+07,2.277e+07,3.0523e+07,4.0961e+07
0,0,0,79203,5.2264e+05,8.8749e+05,1.1946e+06,1.5378e+06,1.9654e+06,2.5211e+06,3.2561e+06,4.2364e+06,5.5491e+06,7.3107e+06,9.6777e+06,1.2861e+07,1.7142e+07,2.2904e+07,3.066e+07,4.1099e+07
0,0,0,0,1.0664e+05,7.0373e+05,1.195e+06,1.6085e+06,2.0705e+06,2.6463e+06,3.3945e+06,4.3843e+06,5.7042e+06,7.4717e+06,9.8437e+06,1.3031e+07,1.7316e+07,2.3082e+07,3.084e+07,4.1282e+07
0,0,0,0,0,1.4359e+05,9.4755e+05,1.609e+06,2.1658e+06,2.7879e+06,3.5632e+06,4.5707e+06,5.9033e+06,7.6806e+06,1.006e+07,1.3254e+07,1.7546e+07,2.3316e+07,3.1079e+07,4.1525e+07
0,0,0,0,0,0,1.9334e+05,1.2758e+06,2.1665e+06,2.9162e+06,3.7539e+06,4.7977e+06,6.1543e+06,7.9487e+06,1.0342e+07,1.3546e+07,1.7846e+07,2.3625e+07,3.1394e+07,4.1847e+07
0,0,0,0,0,0,0,2.6033e+05,1.7179e+06,2.9171e+06,3.9265e+06,5.0545e+06,6.46e+06,8.2865e+06,1.0703e+07,1.3925e+07,1.8239e+07,2.403e+07,3.181e+07,4.2272e+07
0,0,0,0,0,0,0,0,3.5053e+05,2.3131e+06,3.9278e+06,5.287e+06,6.8057e+06,8.6982e+06,1.1158e+07,1.4411e+07,1.8749e+07,2.4559e+07,3.2355e+07,4.2831e+07
0,0,0,0,0,0,0,0,0,4.7198e+05,3.1145e+06,5.2887e+06,7.1188e+06,9.1637e+06,1.1712e+07,1.5023e+07,1.9404e+07,2.5246e+07,3.3068e+07,4.3566e+07
0,0,0,0,0,0,0,0,0,0,6.3551e+05,4.1936e+06,7.1211e+06,9.5852e+06,1.2339e+07,1.577e+07,2.0229e+07,2.6127e+07,3.3992e+07,4.4525e+07
0,0,0,0,0,0,0,0,0,0,0,8.557e+05,5.6466e+06,9.5884e+06,1.2906e+07,1.6614e+07,2.1233e+07,2.7237e+07,3.5179e+07,4.577e+07
0,0,0,0,0,0,0,0,0,0,0,0,1.1522e+06,7.603e+06,1.291e+07,1.7378e+07,2.237e+07,2.859e+07,3.6674e+07,4.7367e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,1.5514e+06,1.0237e+07,1.7384e+07,2.3399e+07,3.012e+07,3.8496e+07,4.9381e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0889e+06,1.3784e+07,2.3406e+07,3.1506e+07,4.0556e+07,5.1834e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8126e+06,1.856e+07,3.1516e+07,4.2422e+07,5.4608e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7871e+06,2.499e+07,4.2436e+07,5.712e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1293e+06,3.3649e+07,5.7138e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9954e+06,4.5307e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4191e+06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
