0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0837e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9868e+05,1.4591e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8264e+05,2.6752e+05,1.9647e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7355e+05,3.8057e+05,3.6021e+05,2.6454e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8253e+05,5.0297e+05,5.1242e+05,4.8501e+05,3.5619e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2081e+05,6.4971e+05,6.7724e+05,6.8996e+05,6.5306e+05,4.7961e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0146e+05,8.3591e+05,8.7481e+05,9.1188e+05,9.2901e+05,8.7932e+05,6.4578e+05,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0409e+06,1.0791e+06,1.1255e+06,1.1779e+06,1.2278e+06,1.2509e+06,1.184e+06,8.6952e+05,0,0,0,0,0,0,0,0,0,0,0,0
1.3605e+06,1.4015e+06,1.453e+06,1.5155e+06,1.586e+06,1.6532e+06,1.6843e+06,1.5942e+06,1.1708e+06,0,0,0,0,0,0,0,0,0,0,0
1.7887e+06,1.8319e+06,1.8871e+06,1.9565e+06,2.0406e+06,2.1355e+06,2.226e+06,2.2678e+06,2.1465e+06,1.5764e+06,0,0,0,0,0,0,0,0,0,0
2.3637e+06,2.4085e+06,2.4665e+06,2.5409e+06,2.6343e+06,2.7476e+06,2.8754e+06,2.9973e+06,3.0536e+06,2.8903e+06,2.1226e+06,0,0,0,0,0,0,0,0,0
3.1364e+06,3.1826e+06,3.2429e+06,3.3211e+06,3.4213e+06,3.5471e+06,3.6995e+06,3.8717e+06,4.0358e+06,4.1116e+06,3.8917e+06,2.858e+06,0,0,0,0,0,0,0,0
4.1757e+06,4.2231e+06,4.2853e+06,4.3665e+06,4.4718e+06,4.6067e+06,4.776e+06,4.9813e+06,5.2131e+06,5.434e+06,5.5361e+06,5.24e+06,3.8483e+06,0,0,0,0,0,0,0
5.5741e+06,5.6225e+06,5.6863e+06,5.77e+06,5.8794e+06,6.0212e+06,6.2028e+06,6.4308e+06,6.7072e+06,7.0194e+06,7.3168e+06,7.4542e+06,7.0555e+06,5.1816e+06,0,0,0,0,0,0
7.456e+06,7.5053e+06,7.5705e+06,7.6564e+06,7.7692e+06,7.9164e+06,8.1073e+06,8.3518e+06,8.6589e+06,9.031e+06,9.4514e+06,9.8518e+06,1.0037e+07,9.5001e+06,6.9769e+06,0,0,0,0,0
9.9891e+06,1.0039e+07,1.0106e+07,1.0193e+07,1.0309e+07,1.0461e+07,1.0659e+07,1.0916e+07,1.1246e+07,1.1659e+07,1.216e+07,1.2726e+07,1.3265e+07,1.3514e+07,1.2792e+07,9.3942e+06,0,0,0,0
1.3399e+07,1.345e+07,1.3518e+07,1.3607e+07,1.3725e+07,1.3881e+07,1.4085e+07,1.4352e+07,1.4699e+07,1.5142e+07,1.5698e+07,1.6373e+07,1.7135e+07,1.7861e+07,1.8197e+07,1.7224e+07,1.2649e+07,0,0,0
1.799e+07,1.8042e+07,1.811e+07,1.8201e+07,1.8321e+07,1.8481e+07,1.869e+07,1.8966e+07,1.9325e+07,1.9791e+07,2.0388e+07,2.1137e+07,2.2046e+07,2.3072e+07,2.405e+07,2.4502e+07,2.3191e+07,1.7032e+07,0,0
2.4171e+07,2.4223e+07,2.4292e+07,2.4385e+07,2.4507e+07,2.4669e+07,2.4884e+07,2.5166e+07,2.5537e+07,2.6021e+07,2.6648e+07,2.7452e+07,2.8461e+07,2.9684e+07,3.1066e+07,3.2382e+07,3.2991e+07,3.1226e+07,2.2932e+07,0
