0,21619,1.1536e+05,2.2364e+05,3.3463e+05,4.5735e+05,6.0457e+05,7.9095e+05,1.034e+06,1.356e+06,1.7858e+06,2.3617e+06,3.1351e+06,4.1748e+06,5.5735e+06,7.4556e+06,9.9888e+06,1.3399e+07,1.799e+07,2.4171e+07
0,0,29110,1.5533e+05,3.0112e+05,4.5057e+05,6.1582e+05,8.1404e+05,1.065e+06,1.3923e+06,1.8258e+06,2.4045e+06,3.18e+06,4.2213e+06,5.6213e+06,7.5045e+06,1.0039e+07,1.345e+07,1.8041e+07,2.4223e+07
0,0,0,39196,2.0915e+05,4.0545e+05,6.0667e+05,8.2918e+05,1.0961e+06,1.434e+06,1.8747e+06,2.4584e+06,3.2376e+06,4.2817e+06,5.6839e+06,7.5689e+06,1.0105e+07,1.3517e+07,1.811e+07,2.4292e+07
0,0,0,0,52776,2.8161e+05,5.4593e+05,8.1687e+05,1.1165e+06,1.4758e+06,1.9308e+06,2.5242e+06,3.3102e+06,4.3593e+06,5.7652e+06,7.6532e+06,1.0191e+07,1.3606e+07,1.82e+07,2.4384e+07
0,0,0,0,0,71061,3.7918e+05,7.3508e+05,1.0999e+06,1.5033e+06,1.9872e+06,2.5998e+06,3.3988e+06,4.4571e+06,5.8697e+06,7.7627e+06,1.0305e+07,1.3722e+07,1.832e+07,2.4506e+07
0,0,0,0,0,0,95682,5.1055e+05,9.8976e+05,1.481e+06,2.0241e+06,2.6757e+06,3.5005e+06,4.5764e+06,6.0013e+06,7.9034e+06,1.0452e+07,1.3875e+07,1.8477e+07,2.4667e+07
0,0,0,0,0,0,0,1.2883e+05,6.8745e+05,1.3327e+06,1.9941e+06,2.7254e+06,3.6028e+06,4.7134e+06,6.162e+06,8.0806e+06,1.0642e+07,1.4074e+07,1.8683e+07,2.4878e+07
0,0,0,0,0,0,0,0,1.7347e+05,9.2563e+05,1.7944e+06,2.685e+06,3.6697e+06,4.851e+06,6.3464e+06,8.2969e+06,1.088e+07,1.4329e+07,1.895e+07,2.5156e+07
0,0,0,0,0,0,0,0,0,2.3357e+05,1.2463e+06,2.4162e+06,3.6153e+06,4.9412e+06,6.5317e+06,8.5453e+06,1.1172e+07,1.465e+07,1.9293e+07,2.5516e+07
0,0,0,0,0,0,0,0,0,0,3.145e+05,1.6782e+06,3.2533e+06,4.8679e+06,6.6532e+06,8.7948e+06,1.1506e+07,1.5042e+07,1.9726e+07,2.5978e+07
0,0,0,0,0,0,0,0,0,0,0,4.2346e+05,2.2596e+06,4.3805e+06,6.5544e+06,8.9583e+06,1.1842e+07,1.5493e+07,2.0254e+07,2.656e+07
0,0,0,0,0,0,0,0,0,0,0,0,5.7018e+05,3.0425e+06,5.8982e+06,8.8254e+06,1.2062e+07,1.5945e+07,2.086e+07,2.7271e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,7.6774e+05,4.0966e+06,7.9417e+06,1.1883e+07,1.6241e+07,2.1469e+07,2.8088e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0337e+06,5.516e+06,1.0693e+07,1.6e+07,2.1869e+07,2.8908e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3919e+06,7.4271e+06,1.4398e+07,2.1544e+07,2.9445e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8741e+06,1e+07,1.9387e+07,2.9008e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5235e+06,1.3465e+07,2.6104e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3978e+06,1.8131e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5751e+06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
